date,open,close,high,low,volume,month
2023-11-01 05:30:00,1574.9,1572.85,1580.0,1565.0,770557,2023-11
2023-11-02 05:30:00,1587.7,1575.6,1592.6,1566.1,1020303,2023-11
2023-11-03 05:30:00,1584.25,1536.15,1593.65,1527.9,2519096,2023-11
2023-11-06 05:30:00,1547.0,1564.4,1566.0,1540.0,917415,2023-11
2023-11-07 05:30:00,1602.0,1569.8,1607.8,1550.0,2532282,2023-11
2023-11-08 05:30:00,1576.0,1575.5,1579.95,1559.2,831310,2023-11
2023-11-09 05:30:00,1575.0,1582.25,1589.0,1569.0,1108425,2023-11
2023-11-10 05:30:00,1581.0,1596.0,1598.8,1572.65,672720,2023-11
2023-11-12 05:30:00,1606.0,1594.6,1607.0,1588.4,148384,2023-11
2023-11-13 05:30:00,1594.6,1585.2,1597.95,1568.7,853825,2023-11
2023-11-15 05:30:00,1600.0,1587.05,1615.0,1579.95,1684967,2023-11
2023-11-16 05:30:00,1561.05,1620.65,1628.0,1539.05,3213352,2023-11
2023-11-17 05:30:00,1593.05,1615.9,1620.65,1581.6,1783393,2023-11
2023-11-20 05:30:00,1611.9,1593.8,1616.55,1586.15,1256179,2023-11
2023-11-21 05:30:00,1593.8,1610.4,1616.45,1593.6,1714833,2023-11
2023-11-22 05:30:00,1610.0,1623.9,1626.0,1602.5,807316,2023-11
2023-11-23 05:30:00,1623.9,1623.95,1636.85,1620.2,695592,2023-11
2023-11-24 05:30:00,1624.45,1617.25,1628.95,1612.0,625345,2023-11
2023-11-28 05:30:00,1617.5,1654.4,1657.0,1617.5,1564478,2023-11
2023-11-29 05:30:00,1660.0,1653.5,1665.0,1649.0,746796,2023-11
2023-11-30 05:30:00,1653.0,1673.5,1679.9,1644.55,1577522,2023-11
2023-12-01 05:30:00,1680.0,1685.95,1688.7,1669.95,1101136,2023-12
2023-12-04 05:30:00,1700.0,1696.25,1714.7,1685.9,1419178,2023-12
2023-12-05 05:30:00,1696.3,1692.7,1713.4,1673.25,1778602,2023-12
2023-12-06 05:30:00,1701.0,1700.35,1710.0,1692.9,737176,2023-12
2023-12-07 05:30:00,1700.35,1704.05,1724.0,1690.0,941890,2023-12
2023-12-08 05:30:00,1705.0,1710.15,1714.55,1692.5,1376050,2023-12
2023-12-11 05:30:00,1700.15,1702.8,1717.0,1698.25,1003371,2023-12
2023-12-12 05:30:00,1704.8,1706.75,1719.75,1700.5,1390539,2023-12
2023-12-13 05:30:00,1708.0,1684.55,1709.5,1668.2,1168629,2023-12
2023-12-14 05:30:00,1700.0,1730.95,1733.9,1698.0,2130836,2023-12
2023-12-15 05:30:00,1738.95,1733.15,1741.0,1718.75,1486079,2023-12
2023-12-18 05:30:00,1732.65,1724.6,1738.55,1718.55,696124,2023-12
2023-12-19 05:30:00,1725.0,1709.75,1726.55,1696.8,1214352,2023-12
2023-12-20 05:30:00,1715.7,1680.9,1741.0,1672.0,1540009,2023-12
2023-12-21 05:30:00,1663.0,1666.85,1681.8,1660.25,988034,2023-12
2023-12-22 05:30:00,1669.0,1672.05,1690.0,1663.6,1279614,2023-12
2023-12-26 05:30:00,1675.0,1645.3,1684.0,1637.05,1296291,2023-12
2023-12-27 05:30:00,1657.0,1669.45,1674.05,1653.8,1181177,2023-12
2023-12-28 05:30:00,1674.05,1681.2,1698.8,1667.2,1360425,2023-12
2023-12-29 05:30:00,1682.45,1685.8,1692.7,1674.6,738203,2023-12
2024-01-01 05:30:00,1685.8,1676.4,1691.7,1671.0,692280,2024-01
