date,open,close,high,low,volume,month
2023-11-01 05:30:00,903.0,913.45,914.55,895.45,4821458,2023-11
2023-11-02 05:30:00,920.0,923.85,925.95,916.4,6611573,2023-11
2023-11-03 05:30:00,925.0,930.75,933.7,922.2,3895154,2023-11
2023-11-06 05:30:00,934.2,939.2,940.7,930.0,2760800,2023-11
2023-11-07 05:30:00,936.05,937.15,938.95,932.45,3616946,2023-11
2023-11-08 05:30:00,941.8,936.75,941.8,934.4,1808553,2023-11
2023-11-09 05:30:00,936.75,932.35,937.3,930.55,3914416,2023-11
2023-11-10 05:30:00,929.0,935.5,937.0,929.0,1345614,2023-11
2023-11-12 05:30:00,940.0,938.0,940.0,933.0,174810,2023-11
2023-11-13 05:30:00,938.0,935.0,940.3,933.8,1656368,2023-11
2023-11-15 05:30:00,948.0,950.0,952.7,936.2,4816316,2023-11
2023-11-16 05:30:00,949.0,949.55,953.9,943.25,5310736,2023-11
2023-11-17 05:30:00,948.8,947.3,954.0,946.0,3249469,2023-11
2023-11-20 05:30:00,949.0,961.4,964.3,941.95,4646962,2023-11
2023-11-21 05:30:00,967.0,970.85,976.35,961.0,5704644,2023-11
2023-11-22 05:30:00,974.3,969.75,976.3,965.95,3309732,2023-11
2023-11-23 05:30:00,970.0,976.65,981.0,963.7,2749555,2023-11
2023-11-24 05:30:00,975.0,973.15,977.15,971.0,2322104,2023-11
2023-11-28 05:30:00,974.05,984.9,988.0,971.2,5096984,2023-11
2023-11-29 05:30:00,995.9,995.4,1007.1,990.95,5647918,2023-11
2023-11-30 05:30:00,995.0,1014.7,1018.2,992.7,9934052,2023-11
2023-12-01 05:30:00,1015.0,1014.7,1022.55,1008.2,5544950,2023-12
2023-12-04 05:30:00,1036.0,1032.9,1044.0,1025.2,5164902,2023-12
2023-12-05 05:30:00,1038.8,1031.1,1045.95,1022.1,4266159,2023-12
2023-12-06 05:30:00,1029.1,1024.45,1035.0,1013.45,4121251,2023-12
2023-12-07 05:30:00,1015.0,1000.0,1019.7,998.0,13805235,2023-12
2023-12-08 05:30:00,998.7,1000.25,1004.0,991.3,6630766,2023-12
2023-12-11 05:30:00,996.1,1000.85,1004.6,992.05,6195119,2023-12
2023-12-12 05:30:00,999.25,995.25,1000.85,987.0,7119331,2023-12
2023-12-13 05:30:00,993.2,999.9,1002.0,991.5,4153219,2023-12
2023-12-14 05:30:00,1006.0,1005.2,1011.2,999.15,6541673,2023-12
2023-12-15 05:30:00,999.65,992.55,1010.85,988.25,10119597,2023-12
2023-12-18 05:30:00,995.0,990.25,998.8,982.15,5750263,2023-12
2023-12-19 05:30:00,995.45,988.45,997.95,985.9,3912964,2023-12
2023-12-20 05:30:00,992.9,971.55,993.65,969.0,3990591,2023-12
2023-12-21 05:30:00,968.0,977.9,981.55,960.0,4294277,2023-12
2023-12-22 05:30:00,981.9,989.55,998.95,975.55,4605120,2023-12
2023-12-26 05:30:00,995.0,999.85,1002.5,989.65,2460643,2023-12
2023-12-27 05:30:00,1000.0,1021.2,1024.05,998.0,4791379,2023-12
2023-12-28 05:30:00,1023.9,1036.7,1041.95,1022.2,5288328,2023-12
2023-12-29 05:30:00,1033.15,1032.2,1043.25,1024.4,4631749,2023-12
2024-01-01 05:30:00,1031.95,1013.05,1031.95,1007.0,3804406,2024-01
2024-01-02 05:30:00,1017.4,1021.7,1025.45,1016.0,6865791,2024-01
2024-01-03 05:30:00,1031.95,1035.2,1037.0,1021.35,3604276,2024-01
2024-01-04 05:30:00,1035.25,1047.9,1058.8,1027.55,4664043,2024-01
2024-01-05 05:30:00,1053.8,1046.6,1063.65,1038.95,4008221,2024-01
2024-01-08 05:30:00,1050.0,1049.05,1059.0,1045.25,4489695,2024-01
2024-01-09 05:30:00,1057.0,1064.5,1067.9,1048.05,3371125,2024-01
2024-01-10 05:30:00,1066.95,1062.7,1073.3,1055.3,3111573,2024-01
2024-01-11 05:30:00,1065.75,1062.85,1073.9,1057.35,2604325,2024-01
2024-01-12 05:30:00,1058.1,1076.35,1078.55,1051.6,3394013,2024-01
2024-01-15 05:30:00,1078.05,1102.4,1104.7,1074.55,3312897,2024-01
2024-01-16 05:30:00,1107.0,1095.9,1117.0,1093.0,5025540,2024-01
2024-01-17 05:30:00,1092.0,1085.25,1108.95,1078.8,4568700,2024-01
2024-01-18 05:30:00,1075.2,1087.05,1096.0,1075.2,4407330,2024-01
2024-01-19 05:30:00,1091.0,1125.0,1136.35,1089.8,11753391,2024-01
2024-01-20 05:30:00,1128.05,1123.75,1139.25,1118.75,1919442,2024-01
2024-01-23 05:30:00,1145.0,1158.0,1172.55,1135.0,18194595,2024-01
2024-01-24 05:30:00,1140.1,1189.95,1194.0,1140.1,9546592,2024-01
2024-01-25 05:30:00,1186.0,1160.55,1200.65,1157.05,11424697,2024-01
2024-01-29 05:30:00,1158.0,1162.15,1169.75,1158.0,4015858,2024-01
2024-01-30 05:30:00,1162.15,1158.65,1180.85,1154.55,3902023,2024-01
2024-01-31 05:30:00,1159.0,1170.7,1175.05,1146.2,5981966,2024-01
2024-02-01 05:30:00,1165.05,1151.2,1170.2,1148.95,3606209,2024-02
2024-02-02 05:30:00,1155.0,1150.8,1175.2,1145.3,4969983,2024-02
2024-02-05 05:30:00,1154.35,1113.55,1159.65,1110.0,7809331,2024-02
2024-02-06 05:30:00,1125.0,1134.05,1156.1,1123.0,9863065,2024-02
2024-02-07 05:30:00,1138.8,1134.3,1148.25,1131.8,2770694,2024-02
