date,open,close,high,low,volume,month
2023-11-01 05:30:00,3309.8,3282.25,3315.1,3275.0,325630,2023-11
2023-11-02 05:30:00,3285.0,3338.3,3345.0,3284.2,493381,2023-11
2023-11-03 05:30:00,3360.0,3428.0,3458.15,3353.0,568463,2023-11
2023-11-06 05:30:00,3454.9,3510.95,3543.45,3437.45,722080,2023-11
2023-11-07 05:30:00,3480.1,3509.05,3538.95,3480.1,335436,2023-11
2023-11-08 05:30:00,3510.0,3550.3,3565.0,3505.85,393482,2023-11
2023-11-09 05:30:00,3545.3,3541.9,3596.4,3526.1,538782,2023-11
2023-11-10 05:30:00,3540.0,3540.75,3565.0,3502.1,259237,2023-11
2023-11-12 05:30:00,3590.0,3579.3,3611.55,3570.0,113586,2023-11
2023-11-13 05:30:00,3590.0,3645.4,3675.0,3586.0,875885,2023-11
2023-11-15 05:30:00,3689.0,3848.3,3860.0,3672.1,1914550,2023-11
2023-11-16 05:30:00,3848.05,3836.75,3873.0,3813.15,755583,2023-11
2023-11-17 05:30:00,3824.9,3865.3,3898.0,3816.9,476357,2023-11
2023-11-20 05:30:00,3850.55,3846.45,3898.9,3824.0,249897,2023-11
2023-11-21 05:30:00,3865.0,3844.2,3865.6,3826.05,260475,2023-11
2023-11-22 05:30:00,3830.1,3833.8,3854.4,3805.0,286194,2023-11
2023-11-23 05:30:00,3836.55,3883.8,3915.0,3833.0,764501,2023-11
2023-11-24 05:30:00,3895.7,3849.05,3920.0,3842.05,266314,2023-11
2023-11-28 05:30:00,3855.95,3826.7,3892.15,3777.75,505274,2023-11
2023-11-29 05:30:00,3852.0,3812.25,3852.0,3791.0,414180,2023-11
2023-11-30 05:30:00,3857.95,3896.9,3920.0,3828.05,1338711,2023-11
2023-12-01 05:30:00,3922.0,3891.2,3950.0,3882.05,683211,2023-12
2023-12-04 05:30:00,3950.0,4180.35,4200.0,3916.0,2824695,2023-12
2023-12-05 05:30:00,4181.0,4136.5,4195.25,4100.0,1045885,2023-12
2023-12-06 05:30:00,4088.05,4047.0,4127.95,4025.0,941566,2023-12
2023-12-07 05:30:00,4050.0,4091.0,4135.0,4048.0,699553,2023-12
2023-12-08 05:30:00,4100.0,4055.0,4112.4,4028.8,334252,2023-12
2023-12-11 05:30:00,4055.0,4025.65,4068.9,4010.0,534584,2023-12
2023-12-12 05:30:00,4047.45,3951.75,4047.45,3936.15,981121,2023-12
2023-12-13 05:30:00,3969.0,4032.75,4044.95,3957.95,707209,2023-12
2023-12-14 05:30:00,4058.0,4086.15,4100.0,4045.0,922658,2023-12
2023-12-15 05:30:00,4099.7,4059.9,4135.3,4045.0,954933,2023-12
2023-12-18 05:30:00,4076.0,4085.5,4165.0,4068.5,886620,2023-12
2023-12-19 05:30:00,4094.8,4039.65,4109.55,4022.4,328368,2023-12
2023-12-20 05:30:00,4074.75,3912.4,4132.45,3891.7,557214,2023-12
2023-12-21 05:30:00,3900.0,3957.95,4007.9,3847.55,445648,2023-12
2023-12-22 05:30:00,3983.0,4006.05,4016.95,3948.2,309907,2023-12
2023-12-26 05:30:00,4024.8,4040.4,4069.65,4012.0,475107,2023-12
2023-12-27 05:30:00,4068.0,4120.0,4134.95,4042.1,385941,2023-12
2023-12-28 05:30:00,4120.0,4091.9,4130.0,4080.9,450475,2023-12
2023-12-29 05:30:00,4099.95,4143.5,4178.0,4094.0,673952,2023-12
2024-01-01 05:30:00,4145.0,4038.35,4145.0,4030.0,763454,2024-01
2024-01-02 05:30:00,4010.1,3892.5,4010.75,3882.35,1221148,2024-01
2024-01-03 05:30:00,3894.05,3887.6,3928.95,3878.45,435449,2024-01
2024-01-04 05:30:00,3887.5,3861.0,3915.0,3848.5,425702,2024-01
2024-01-05 05:30:00,3864.05,3877.05,3918.7,3860.0,402103,2024-01
2024-01-08 05:30:00,3890.0,3884.25,3960.4,3877.5,401263,2024-01
2024-01-09 05:30:00,3909.25,3870.45,3923.95,3850.6,411462,2024-01
2024-01-10 05:30:00,3870.45,3842.55,3873.0,3790.65,577499,2024-01
2024-01-11 05:30:00,3868.8,3888.8,3924.7,3852.45,378237,2024-01
2024-01-12 05:30:00,3890.2,3870.85,3899.0,3850.0,220410,2024-01
2024-01-15 05:30:00,3875.0,3832.1,3884.65,3811.0,364325,2024-01
2024-01-16 05:30:00,3790.0,3792.3,3828.1,3741.5,519197,2024-01
2024-01-17 05:30:00,3731.0,3751.1,3772.0,3720.0,585284,2024-01
2024-01-18 05:30:00,3751.1,3691.15,3761.55,3661.0,583931,2024-01
2024-01-19 05:30:00,3700.0,3699.45,3787.85,3658.0,894473,2024-01
2024-01-20 05:30:00,3709.9,3697.6,3737.9,3675.1,122046,2024-01
